date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:59:59	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:53%20GMT	https://az-rio.webflow.io/product/a-to-z-bucket-heat	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/product/a-to-z-bucket-heat.html	(from https://az-rio.webflow.io/home)
16:59:59	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:54%20GMT	https://az-rio.webflow.io/category/digital-goods	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/category/digital-goods.html	(from https://az-rio.webflow.io/home)
16:59:59	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:54%20GMT	https://az-rio.webflow.io/checkout	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/checkout.html	(from https://az-rio.webflow.io/home)
17:00:00	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:55%20GMT	https://az-rio.webflow.io/401	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/401.html	(from https://az-rio.webflow.io/home)
17:00:00	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:55%20GMT	https://az-rio.webflow.io/template/style-guide	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/style-guide.html	(from https://az-rio.webflow.io/home)
17:00:00	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:55%20GMT	https://az-rio.webflow.io/template/licensing	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/licensing.html	(from https://az-rio.webflow.io/home)
17:00:00	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:55%20GMT	https://az-rio.webflow.io/template/change-log	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/template/change-log.html	(from https://az-rio.webflow.io/home)
17:00:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:53%20GMT	https://az-rio.webflow.io/	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/index.html	(from https://az-rio.webflow.io/home)
17:00:01	2849352/2849352	---M--	200	added ('OK')	image/png	etag:%222835d6e53fd99be8e35ae23dcc4d8f58%22	https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662113e503e338f459aa85e5_Change-Hero.png	C:/Users/MCdns/axisgovwebsite/AXISGOV/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/662113e503e338f459aa85e5_Change-Hero.png	(from https://az-rio.webflow.io/template/instructions)
17:00:01	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:56%20GMT	https://az-rio.webflow.io/showcase/cultivating-success-through-data-driven-agriculture	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/cultivating-success-through-data-driven-agriculture.html	(from https://az-rio.webflow.io/home)
17:00:01	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:56%20GMT	https://az-rio.webflow.io/%22https://cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/661fc92ee59946d2569f08a0_Rio-Video-poster-00001.jpg%22	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/_https_/cdn.prod.website-files.com/661fb3dec9c3a0cc7ba8fb97/661fc92ee59946d2569f08a0_Rio-Video-poster-00001.html	(from https://az-rio.webflow.io/home)
17:00:01	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:56%20GMT	https://az-rio.webflow.io/showcase/transforming-healthcare-cloud-native-solutions-for-patient-care	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/transforming-healthcare-cloud-native-solutions-for-patient-care.html	(from https://az-rio.webflow.io/home)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/post/e-commerce	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/e-commerce.html	(from https://az-rio.webflow.io/home)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/showcase/empowering-sustainability-ai-driven-solutions-in-renewable-energy	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/empowering-sustainability-ai-driven-solutions-in-renewable-energy.html	(from https://az-rio.webflow.io/home)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/post/result-driven-webflow-templates	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/result-driven-webflow-templates.html	(from https://az-rio.webflow.io/insights)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/showcase/data-resurgence-advanced-analytics-driving-financial-excellence	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/showcase/data-resurgence-advanced-analytics-driving-financial-excellence.html	(from https://az-rio.webflow.io/home)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/post/becoming-a-web-designer-web-developer	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/becoming-a-web-designer-web-developer.html	(from https://az-rio.webflow.io/insights)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/post/building-ecommerce-now-a-breeze	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/building-ecommerce-now-a-breeze.html	(from https://az-rio.webflow.io/insights)
17:00:02	6365/6365	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2026%20Jan%202025%2021:59:57%20GMT	https://az-rio.webflow.io/post/from-dead-sketches-to-living-websites-with-webflow	C:/Users/MCdns/axisgovwebsite/AXISGOV/az-rio.webflow.io/post/from-dead-sketches-to-living-websites-with-webflow.html	(from https://az-rio.webflow.io/insights)
